City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,san patricio,28.017,-97.5169,296.12,20,0,2.17,US,1732229310
283,saipan,15.1355,145.701,302.54,78,20,6.69,MP,1732229310
284,saurimo,-9.6608,20.3916,291.59,98,97,1.13,AO,1732229310
285,kuloy,61.0305,42.4925,278.83,83,100,8.58,RU,1732229310
286,mozarlandia,-14.7447,-50.5706,300.3,70,46,1.32,BR,1732229310
287,opuwo,-18.0607,13.84,296.76,64,100,4.14,NA,1732229310
288,inari,68.906,27.0288,269.43,80,100,9.95,FI,1732229310
289,sisimiut,66.9395,-53.6735,267.48,85,70,4.21,GL,1732229310
290,ciudad guayana,8.3533,-62.6528,302.84,52,100,1.84,VE,1732229310
291,forster,-32.1667,152.5167,296.69,75,9,3.66,AU,1732229310
292,ancud,-41.8697,-73.8203,285.64,78,96,2.99,CL,1732229311
293,salekhard,66.53,66.6019,246.99,96,89,0.55,RU,1732229311
294,flying fish cove,-10.4217,105.6791,300.88,76,100,1.19,CX,1732229311
295,malvan,16.0667,73.4667,296.45,54,100,2.69,IN,1732229311
296,poplar bluff,36.757,-90.3929,283.09,42,0,5.14,US,1732229311
297,gay,51.4666,58.4552,265.06,97,28,1.65,RU,1732229311
298,mokhsogollokh,61.4681,128.9203,245.0,100,93,0.86,RU,1732229311
299,rajula,21.05,71.4333,294.2,37,13,3.68,IN,1732229311
300,vadso,70.0744,29.7487,271.24,93,100,15.95,NO,1732229311
301,bang len,14.0219,100.1718,295.54,79,29,3.96,TH,1732229311
302,antofagasta,-23.65,-70.4,291.75,84,100,3.04,CL,1732229311
303,mpika,-11.8343,31.4529,291.16,65,4,0.7,ZM,1732229311
304,kayyerkan,69.3786,87.7439,242.06,99,100,4.76,RU,1732229162
305,alesund,62.4723,6.1549,271.9,92,75,2.57,NO,1732229312
306,ma'rib,15.4591,45.3253,294.53,32,90,2.0,YE,1732229312
307,tatarbunary,45.8373,29.6142,275.0,82,18,3.31,UA,1732229312
308,port lincoln,-34.7333,135.8667,299.75,44,100,7.89,AU,1732229312
309,yaring,6.8662,101.3689,298.78,90,100,4.29,TH,1732229312
310,heroica caborca,30.7167,-112.15,299.75,10,48,5.16,MX,1732229172
311,yung shue wan,22.2333,114.1167,292.41,79,100,0.45,HK,1732229312
312,altay,47.8667,88.1167,267.13,78,64,3.16,CN,1732229312
313,kankan,10.3854,-9.3057,296.93,35,27,0.81,GN,1732229312
314,nova sintra,14.8667,-24.7167,298.27,79,100,8.41,CV,1732229312
315,nykvarn,59.8,18.3,266.14,83,100,4.19,SE,1732229312
316,kilimatinde,-5.85,34.95,296.17,63,93,0.59,TZ,1732229312
317,catia la mar,10.6038,-67.0303,302.26,70,100,2.57,VE,1732229312
318,pecos,31.4229,-103.4932,294.2,24,0,3.09,US,1732229100
319,albertina,-22.2008,-46.6158,293.06,87,79,1.82,BR,1732229312
320,dolores,-36.3132,-57.6792,289.2,78,91,3.74,AR,1732229312
321,cabimas,10.3883,-71.4399,301.68,73,87,1.16,VE,1732229128
322,ghanzi,-21.5667,21.7833,298.24,46,99,5.88,BW,1732229312
323,queenstown,-31.8976,26.8753,289.09,96,46,0.85,ZA,1732229158
324,torghay,49.6339,63.4981,269.64,93,5,1.92,KZ,1732229313
325,volokolamsk,56.0336,35.9694,273.32,97,100,6.76,RU,1732229313
326,selfoss,63.9331,-20.9971,265.03,72,1,3.96,IS,1732229313
327,yigo village,13.5361,144.8886,302.31,80,75,7.2,GU,1732229313
328,teluknaga,-6.0989,106.6381,298.81,83,40,2.57,ID,1732229313
329,santa ana,33.7456,-117.8678,299.7,33,20,3.09,US,1732229313
330,colonia,50.9333,6.95,273.69,85,0,0.51,DE,1732229313
331,bor,56.3567,44.0669,281.11,72,100,12.04,RU,1732229313
332,agua dulce,18.1333,-94.1333,297.26,72,62,7.45,MX,1732229313
333,juneau,58.3019,-134.4197,274.15,100,20,7.2,US,1732229313
334,vorgashor,67.5833,63.95,252.22,96,100,3.06,RU,1732229313
335,sabzevar,36.2126,57.6819,284.13,66,3,2.74,IR,1732229313
336,saint-philippe,-21.3585,55.7679,298.47,90,62,2.37,RE,1732229313
337,arkhangel'sk,64.5401,40.5433,274.21,100,100,7.0,RU,1732229313
338,virginia,37.5481,-77.4467,282.23,53,20,5.14,US,1732229120
339,kingscliff,-28.2667,153.5667,294.04,94,75,4.63,AU,1732229313
340,rongelap,11.1635,166.8941,301.62,81,94,9.26,MH,1732229314
341,badger,64.8,-147.5333,264.08,87,100,0.0,US,1732229314
342,okha,53.5739,142.9478,270.1,84,91,7.62,RU,1732229314
343,puerto deseado,-47.7503,-65.8938,290.19,39,46,9.53,AR,1732229314
344,vallenar,-28.5708,-70.7581,297.28,34,0,2.55,CL,1732229314
345,knyaze-volkonskoye,48.4642,135.4567,268.34,86,100,6.21,RU,1732229314
346,klaksvik,62.2266,-6.589,278.57,56,100,11.04,FO,1732229314
347,nar'yan-mar,67.6713,53.087,262.01,79,100,8.27,RU,1732229314
348,nirgua,10.1553,-68.5663,293.49,98,95,0.49,VE,1732229314
349,lesnikovo,55.2822,65.3175,266.54,91,21,3.45,RU,1732229314
350,carnarvon,-24.8667,113.6333,293.92,67,20,10.07,AU,1732229314
351,leticia,-4.2153,-69.9406,299.18,94,40,1.79,CO,1732229314
352,aykhal,66.0,111.5,261.66,96,100,3.83,RU,1732229314
353,mermoz boabab,14.7065,-17.4758,299.03,78,0,2.06,SN,1732229314
354,pontes e lacerda,-15.2261,-59.3353,299.76,76,90,1.73,BR,1732229314
355,kismayo,-0.3582,42.5454,299.38,85,79,3.67,SO,1732229314
356,minas de marcona,-15.2119,-75.1103,288.84,72,100,4.87,PE,1732229314
357,yeraliyev,43.2,51.65,281.89,61,0,11.6,KZ,1732229314
358,puerto esperanza,-26.0152,-54.6731,295.72,99,99,1.0,AR,1732229124
359,san luis de la loma,17.2706,-100.8939,301.57,77,99,1.02,MX,1732229314
360,nagqu,31.5,92.0,265.24,63,58,1.36,CN,1732229315
361,maragogi,-9.0122,-35.2225,298.9,74,86,4.18,BR,1732229315
362,benjamin constant,-4.3831,-70.0311,299.22,94,100,1.02,BR,1732229315
363,kataba,8.4604,-0.7732,299.78,32,1,0.74,GH,1732229315
364,sevastopol,44.6,33.5333,280.93,49,99,1.34,UA,1732229315
365,coyhaique,-45.5752,-72.0662,286.93,72,95,2.67,CL,1732229315
366,sedrata,36.1287,7.5338,285.74,57,53,3.62,DZ,1732229315
367,kita,13.0349,-9.4895,296.79,25,1,2.09,ML,1732229315
368,baiyin,36.5583,104.2081,275.06,61,0,0.38,CN,1732229315
369,sabha,27.0377,14.4283,292.76,23,1,3.08,LY,1732229315
370,mahina,-17.5065,-149.489,302.02,58,0,2.57,PF,1732229315
371,la'ie,21.6477,-157.9253,302.13,61,19,1.79,US,1732229315
372,koupela,12.1794,-0.3517,296.95,20,7,3.93,BF,1732229315
373,rosarito,32.3333,-117.0333,296.66,47,1,4.93,MX,1732229315
374,maych'ew,12.7875,39.5422,285.6,83,33,3.23,ET,1732229315
375,mena,51.5217,32.2157,272.19,89,74,6.02,UA,1732229315
376,santana,-0.0583,-51.1817,303.25,66,0,4.12,BR,1732229316
377,okondja,-0.6549,13.6753,295.41,97,87,0.42,GA,1732229316
378,waingapu,-9.6567,120.2641,301.7,73,95,2.31,ID,1732229316
379,mishan,45.55,131.8833,268.2,81,100,6.21,CN,1732229316
380,fort st. john,56.2499,-120.8529,254.09,78,75,2.57,CA,1732229316
381,birao,10.2849,22.7882,292.87,26,15,2.55,CF,1732229316
382,ouesso,1.6136,16.0517,295.22,97,100,0.93,CG,1732229316
383,tromso,69.6496,18.957,271.16,74,20,8.23,NO,1732229316
384,jayapura,-2.5333,140.7,300.81,84,100,1.43,ID,1732229316
385,mejit,10.2753,170.8646,301.48,81,65,8.58,MH,1732229316
386,gutierrez zamora,20.45,-97.0833,295.27,78,100,1.73,MX,1732229316
387,ponta delgada,37.7333,-25.6667,292.55,88,20,4.12,PT,1732229316
388,kuqa,41.7278,82.9364,276.52,52,89,1.01,CN,1732229316
389,juquia,-24.3208,-47.6347,293.34,98,100,0.85,BR,1732229316
390,abepura,-2.6333,140.5833,300.6,89,20,1.54,ID,1732229316
391,obo,5.3998,26.4869,296.25,48,29,1.33,CF,1732229316
392,richards bay,-28.783,32.0377,294.8,94,81,3.04,ZA,1732229317
393,eyl,7.9803,49.8164,299.18,81,37,5.39,SO,1732229317
394,rikaze,29.25,88.8833,269.25,52,5,1.55,CN,1732229317
395,ocean city,39.2776,-74.5746,280.94,81,48,2.24,US,1732229317
396,lake monticello,37.9232,-78.3347,280.68,58,78,0.89,US,1732229071
397,newman,37.3138,-121.0208,295.96,34,100,2.68,US,1732229317
398,port augusta,-32.5,137.7667,305.67,27,99,9.14,AU,1732229317
399,madugula,17.9167,82.8,289.34,63,55,2.17,IN,1732229317
400,guankou,28.15,113.6333,284.86,79,100,0.28,CN,1732229317
401,kapuskasing,49.4169,-82.4331,278.2,100,100,3.09,CA,1732229317
402,sinabang,2.4803,96.3801,298.34,92,100,5.07,ID,1732229317
403,mao,39.8885,4.2658,290.46,72,0,5.66,ES,1732229093
404,lakatoro,-16.0999,167.4164,298.7,90,100,4.08,VU,1732229317
405,roccella ionica,38.322,16.4009,288.83,72,7,1.99,IT,1732229317
406,canmore,51.0834,-115.3521,264.86,79,96,1.03,CA,1732229317
407,dalandzadgad,43.5708,104.425,272.88,22,70,0.79,MN,1732229317
408,miyazu,35.5333,135.1833,282.33,76,35,2.48,JP,1732229317
409,cubatao,-23.895,-46.4253,295.35,94,99,3.81,BR,1732229226
410,america dourada,-11.4553,-41.4361,299.13,56,96,0.17,BR,1732229317
411,port saint john's,-31.6229,29.5448,295.52,89,95,2.9,ZA,1732229317
412,bhachau,23.2833,70.35,293.52,35,0,0.9,IN,1732229317
413,luderitz,-26.6481,15.1594,290.42,75,0,4.47,NA,1732229318
414,verkhovazh'ye,60.7472,42.0465,278.58,86,100,8.46,RU,1732229318
415,lata,40.1629,-8.3327,289.53,81,100,3.69,PT,1732229318
416,suntar,62.1444,117.6319,266.52,94,100,3.18,RU,1732229318
417,priob'ye,62.5206,65.5964,258.01,87,98,4.17,RU,1732229318
418,oum hadjer,13.2954,19.6966,296.07,17,28,3.96,TD,1732229318
419,gorodoviki,46.1353,41.9656,283.01,68,96,5.48,RU,1732229318
420,dudinka,69.4058,86.1778,244.36,95,82,5.51,RU,1732229318
421,pucheng,27.9233,118.5333,282.53,95,17,1.44,CN,1732229318
422,aldan,58.6031,125.3894,256.78,93,74,3.19,RU,1732229318
423,naantali,60.4674,22.0243,272.8,100,100,3.6,FI,1732229318
424,kenora,49.8167,-94.4337,274.69,86,100,3.6,CA,1732229079
425,meadow lake,34.8014,-106.5436,286.39,19,41,1.49,US,1732229319
426,safi,32.1667,-8.8333,292.78,53,3,4.31,MA,1732229319
427,dalbandin,28.8947,64.4101,290.5,25,2,1.59,PK,1732229050
428,taksimo,56.3444,114.8794,255.6,95,93,0.23,RU,1732229319
429,korla,41.7597,86.1469,276.88,57,98,1.25,CN,1732229319
430,happy valley-goose bay,53.3168,-60.3315,274.32,86,75,9.77,CA,1732229109
431,ngereklmadel,7.4883,134.4856,300.2,89,75,3.09,PW,1732229319
432,chaeryong-up,38.3992,125.6156,276.14,46,0,7.14,KP,1732229319
433,broken hill,-31.95,141.4333,301.47,32,28,7.39,AU,1732229319
434,oskarshamn,57.2645,16.4484,271.47,86,67,3.83,SE,1732229319
435,vilyuchinsk,52.9306,158.4028,264.3,76,28,2.75,RU,1732229319
436,kailua-kona,19.6406,-155.9956,301.64,70,0,4.12,US,1732229319
437,plenita,44.2167,23.1833,274.69,63,87,4.35,RO,1732229320
438,flin flon,54.7682,-101.865,265.06,73,75,4.12,CA,1732229320
439,ebon,4.582,168.6964,301.13,79,87,6.03,MH,1732229320
440,zaozersk,69.4005,32.4476,270.71,92,100,15.76,RU,1732229320
441,charcas,23.1333,-101.1167,292.49,27,23,3.41,MX,1732229320
442,saldanha,-33.0117,17.9442,289.18,97,35,1.73,ZA,1732229320
443,keflavik,64.0049,-22.5624,269.39,58,75,5.14,IS,1732229320
444,mae chan,20.1467,99.8526,292.96,96,0,0.71,TH,1732229320
445,puerto aysen,-45.4,-72.7,288.28,75,78,1.69,CL,1732229233
446,tazacorte,28.629,-17.9293,297.69,39,0,2.57,ES,1732229320
447,gornozavodsk,58.3758,58.3211,269.79,90,43,3.01,RU,1732229320
448,kapa'a,22.0752,-159.319,299.37,74,100,6.17,US,1732229320
449,camarinas,43.1311,-9.1817,283.67,69,100,7.54,ES,1732229320
450,gebeit,21.0667,36.3167,291.24,70,5,1.86,SD,1732229320
451,ciutadella,40.0011,3.8414,292.25,70,28,11.51,ES,1732229320
452,malanje,-9.5402,16.341,290.29,97,77,1.58,AO,1732229321
453,hailin,44.5833,129.4167,268.48,66,96,4.43,CN,1732229321
454,colonia menno,-22.3667,-59.8167,299.76,82,84,4.59,PY,1732229321
455,coahuayana de hidalgo,18.7,-103.6583,302.13,70,56,2.04,MX,1732229321
456,taroa,8.7058,171.2275,301.52,80,75,9.26,MH,1732229321
457,manokwari,-0.8667,134.0833,301.11,73,55,1.1,ID,1732229321
458,alice springs,-23.7,133.8833,303.9,25,34,6.69,AU,1732229321
459,kirksville,40.1948,-92.5833,277.12,62,0,8.75,US,1732229321
460,weinan,34.5036,109.5089,280.3,72,62,0.9,CN,1732229321
461,lorengau,-2.0226,147.2712,301.96,75,41,1.93,PG,1732229321
462,batac city,18.0554,120.5649,297.03,94,20,1.03,PH,1732229321
463,sumenep,-7.0167,113.8667,301.67,76,94,3.17,ID,1732229321
464,paraty,-23.2178,-44.7131,296.03,100,98,1.9,BR,1732229270
465,penzance,50.1186,-5.5371,276.53,52,100,8.56,GB,1732229321
466,naryn,41.4287,75.9911,271.51,95,100,1.06,KG,1732229321
467,hobyo,5.3505,48.5268,299.76,80,78,3.57,SO,1732229321
468,palangkaraya,-2.2,113.8333,297.22,97,97,0.41,ID,1732229321
469,fuglafjordur,62.244,-6.814,277.46,58,100,9.7,FO,1732229322
470,ostersund,63.1792,14.6357,264.6,79,0,6.69,SE,1732229322
471,mlowo,-9.0,32.9833,290.71,86,80,0.68,TZ,1732229322
472,poyarkovo,49.6,128.6833,257.07,97,0,2.43,RU,1732229322
473,port isabel,26.0734,-97.2086,296.52,48,0,2.24,US,1732229160
474,almenara,-16.1836,-40.6944,297.11,91,54,1.15,BR,1732229322
475,sabang,5.8933,95.3214,300.64,83,100,9.61,ID,1732229322
476,kurumkan,54.3,110.3,262.91,93,91,1.47,RU,1732229322
477,bangar,16.8936,120.4243,297.92,72,4,1.71,PH,1732229322
478,marsala,37.7966,12.4352,292.12,88,40,7.72,IT,1732229322
479,melekeok village,7.4957,134.6367,300.46,89,75,3.09,PW,1732229322
480,barwadih,23.8333,84.1167,286.03,75,0,1.26,IN,1732229322
481,vanino,49.0869,140.2543,268.29,77,100,2.6,RU,1732229322
482,laurentides,46.4334,-74.9826,278.02,89,100,3.88,CA,1732229322
483,tonj,7.2737,28.6822,297.31,33,8,2.01,SS,1732229322
484,tralee,52.2704,-9.7026,274.28,82,77,2.89,IE,1732229322
485,anna regina,7.2644,-58.5077,299.75,81,86,3.11,GY,1732229322
486,ishigaki,24.3448,124.1572,294.22,94,100,7.2,JP,1732229322
487,kendari,-3.945,122.4989,298.78,91,100,0.65,ID,1732229323
488,hammerfest,70.6634,23.6821,272.4,69,40,9.26,NO,1732229323
489,karamay,45.6004,84.8661,275.75,67,47,0.72,CN,1732229323
490,beas de segura,38.2524,-2.8888,284.07,78,100,4.93,ES,1732229323
491,lebu,-37.6167,-73.65,286.68,73,39,2.56,CL,1732229323
492,severnoye,56.3491,78.3619,269.12,90,98,4.15,RU,1732229323
493,ta`u,-14.2336,-169.5144,299.85,83,64,9.9,AS,1732229323
494,rezh,57.37,61.4043,270.64,90,72,3.28,RU,1732229323
495,mathba,22.2855,89.9629,290.97,75,0,1.56,BD,1732229323
496,ar raqqah,35.95,39.0167,288.33,62,1,1.57,SY,1732229323
497,hilo,19.7297,-155.09,296.53,95,100,1.54,US,1732229241
498,mount pearl,47.5166,-52.7813,280.0,99,100,6.69,CA,1732229277
499,cestos city,5.46,-9.5828,299.47,84,15,3.28,LR,1732229323
500,port hedland,-20.3167,118.5667,302.18,65,7,5.14,AU,1732229323
501,sur,22.5667,59.5289,298.24,64,16,2.9,OM,1732229323
502,okhotsk,59.3833,143.3,255.81,79,34,7.3,RU,1732229324
503,castillos,-34.1667,-53.8333,290.06,80,100,2.56,UY,1732229324
504,port said,31.2565,32.2841,293.14,73,0,1.54,EG,1732229324
505,aioun,16.6614,-9.6149,297.91,11,0,4.28,MR,1732229324
506,hurricane,37.1753,-113.2899,290.55,10,3,0.36,US,1732229151
507,ondo,7.1,4.8333,296.24,93,73,0.47,NG,1732229324
508,katsuren-haebaru,26.3369,127.8719,293.37,96,100,2.06,JP,1732229324
509,terrace,54.5163,-128.6035,274.1,55,75,8.23,CA,1732229132
510,nema,57.5067,50.5011,275.42,82,99,7.97,RU,1732229324
511,concepcion,-36.827,-73.0498,288.04,67,100,3.6,CL,1732229110
512,lisala,2.15,21.5167,295.09,93,83,0.79,CD,1732229324
513,al kharijah,25.4514,30.5464,291.07,48,100,3.11,EG,1732229324
514,shanwei,22.782,115.3475,292.37,71,98,2.95,CN,1732229324
515,portland,45.5234,-122.6762,285.62,82,75,4.12,US,1732229181
516,ilshofen,49.17,9.9189,272.27,86,100,1.54,DE,1732229094
517,sarmiento,-45.5882,-69.07,295.68,19,65,7.73,AR,1732229324
518,nyurba,63.2842,118.3319,265.35,94,100,2.87,RU,1732229324
519,le morne-rouge,14.7667,-61.1333,298.66,78,98,1.53,MQ,1732229325
520,porto empedocle,37.2934,13.5264,290.65,82,61,4.69,IT,1732229196
521,misratah,32.3754,15.0925,293.97,70,36,2.04,LY,1732229325
522,port alfred,-33.5906,26.891,293.25,100,92,4.94,ZA,1732229325
523,yarmouth,41.7057,-70.2286,282.09,95,100,7.72,US,1732229325
524,prince rupert,54.3161,-130.3201,280.2,45,100,8.75,CA,1732229325
525,zainsk,55.3195,52.0694,274.7,79,17,7.88,RU,1732229325
526,nguigmi,14.2495,13.1092,294.0,23,3,5.16,NE,1732229325
527,bargaal,11.2864,51.0773,298.87,84,48,2.34,SO,1732229325
528,vorkuta,67.5,64.0,252.2,96,100,3.02,RU,1732229325
529,kpandu,6.9954,0.2931,297.98,69,3,3.26,GH,1732229325
530,igarka,67.4667,86.5833,247.48,94,88,7.36,RU,1732229325
531,bol'shoye boldino,55.0059,45.3142,278.57,75,100,11.76,RU,1732229325
532,buka,40.8108,69.1986,281.34,85,76,2.21,UZ,1732229325
533,turuntayevo,52.2,107.6167,265.22,98,96,0.41,RU,1732229325
534,ujae,8.9322,165.7642,301.97,79,35,8.7,MH,1732229325
535,tchintabaraden,15.8969,5.7985,294.94,15,0,4.67,NE,1732229325
536,fale old settlement,-9.3852,-171.2468,301.24,76,26,3.56,TK,1732229325
537,san kamphaeng,18.7449,99.1195,295.19,74,20,1.03,TH,1732229325
538,sao joao da barra,-21.6403,-41.0511,297.2,89,46,4.95,BR,1732229326
539,ouarzazat,30.9189,-6.8934,289.31,36,0,2.06,MA,1732229326
540,hongqiao,26.7684,112.1081,284.47,77,100,0.85,CN,1732229326
541,chernyshevskiy,63.0128,112.4714,265.77,96,100,2.52,RU,1732229326
542,banda aceh,5.5577,95.3222,298.34,88,100,3.8,ID,1732229326
543,vyaz'ma,55.2104,34.2951,271.71,86,100,6.77,RU,1732229161
544,twon-brass,4.3151,6.2418,300.28,80,29,6.27,NG,1732229326
545,lucea,18.451,-78.1736,300.07,75,73,1.88,JM,1732229326
546,popondetta,-8.7537,148.2534,304.87,55,69,1.28,PG,1732229326
547,ormara,25.2088,64.6357,298.78,62,0,3.78,PK,1732229326
548,malpica,43.3228,-8.8105,283.28,100,100,5.15,ES,1732229326
549,valparaiso,-33.0393,-71.6273,294.28,48,0,6.17,CL,1732229206
550,tintafor,8.6267,-13.215,300.42,79,2,2.66,SL,1732229326
551,nadi,-17.8,177.4167,303.15,58,75,3.6,FJ,1732229326
552,papireddippatti,11.9177,78.3687,291.33,95,99,1.61,IN,1732229326
553,ahar,38.4774,47.0699,278.3,67,8,2.95,IR,1732229326
554,monywa,22.1167,95.1333,293.1,87,2,2.33,MM,1732229326
555,cherepovets,59.1333,37.9,281.05,87,100,12.0,RU,1732229326
556,lazaro cardenas,17.9583,-102.2,301.9,74,65,3.4,MX,1732229326
557,childress,34.4264,-100.204,290.29,39,0,2.57,US,1732229326
558,roxas,11.5853,122.7511,300.13,85,44,4.75,PH,1732229327
559,kilindoni,-7.9139,39.6668,299.43,78,65,3.68,TZ,1732229327
560,vilyuysk,63.7553,121.6247,261.84,96,100,2.62,RU,1732229327
561,island harbour,50.724,-1.2758,275.38,83,98,1.79,GB,1732229327
562,dordrecht,51.81,4.6736,274.81,86,10,1.79,NL,1732229327
563,magadan,59.5667,150.8,267.96,93,100,5.18,RU,1732229327
564,ciudad bolivar,8.1222,-63.5497,303.58,53,94,2.58,VE,1732229327
565,itamaraca,-7.7478,-34.8256,298.59,80,83,3.11,BR,1732229148
566,egilsstadir,65.2653,-14.3948,270.1,80,75,2.57,IS,1732229327
567,trinidad,-14.8333,-64.9,303.14,74,75,2.57,BO,1732229199
